,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
1016,1016,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.528899809,0.471828735,38.23520305,6190.66597
1017,1017,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.488308859,0.436345708,37.30376378,5602.02293
1018,1018,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.442869304,0.415572613,32.41787171,5898.01573
1019,1019,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.437424398,0.412478904,32.88840203,4802.6043
1020,1020,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.62809913,0.514873193,43.93700206,7028.6735
1021,1021,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.442626748,0.425245072,33.3039002,5042.64034
1022,1022,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.490242145,0.444967734,35.31195693,5773.00842
1023,1023,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.463187081,0.424728104,33.3406292,5329.2632
1024,1024,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.315500071,0.358821427,27.40175511,3049.26032
1025,1025,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.493693466,0.449239458,36.97636061,6757.07366
1026,1026,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.473458531,0.439040667,34.74417997,5381.27266
1027,1027,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.49368953,0.448946243,35.88512085,5791.45673
1028,1028,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.564981991,0.466492143,39.06314597,6443.2569
1029,1029,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.486814739,0.418867231,36.31013579,6960.10751
1030,1030,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.416271363,0.406618165,31.92881551,4694.60819
1031,1031,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.596599706,0.490467439,41.61500537,6731.71221
1032,1032,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.46082121,0.401275192,32.69048728,5864.12845
1033,1033,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429210588,0.388819023,29.13659362,4710.85865
1034,1034,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.459358436,0.426773305,33.53267475,5811.21147
1035,1035,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.447780771,0.42726083,33.53267475,4899.11899
1036,1036,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.465538066,0.444139023,35.34533175,5322.84043
1037,1037,25.0,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.342841074,0.388632634,28.21340501,3502.08292
1038,1038,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.501777434,0.448647248,36.55432716,6037.68613
1039,1039,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.553729922,0.478935976,38.82636429,5501.87808
1040,1040,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.490965919,0.443504,36.04045222,5811.21147
1041,1041,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.611725787,0.511834352,43.79905453,7924.51678
1042,1042,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429210588,0.394971427,31.90931611,4926.27902
1043,1043,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.486814739,0.445484498,35.70587779,5637.9843
1044,1044,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.41016336,0.410575532,31.79765098,4560.22361
1045,1045,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.479826829,0.418055839,35.98855463,5746.77703
1046,1046,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.542170237,0.46389552,37.33661143,7048.87072
1047,1047,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.575589557,0.485912698,39.4849869,7441.50942
1048,1048,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.536899811,0.467852649,38.23520379,6731.61844
1049,1049,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.490965919,0.442111609,35.72822346,5720.72316
1050,1050,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509158377,0.455135389,36.34050331,6255.89064
1051,1051,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.543722877,0.463020067,38.0603745,6801.49205
1052,1052,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.599953146,0.502740901,42.40950749,7933.30235
1053,1053,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.396762494,0.395911623,30.79835142,3900.34404
1054,1054,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.4965362,0.442865602,35.55187216,5336.97473
1055,1055,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.576589776,0.474776543,39.09688443,7560.20565
1056,1056,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.598281018,0.498478897,41.91637397,7041.38018
1057,1057,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.498715892,0.446570029,36.66168432,5136.93247
1058,1058,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.564981991,0.446570029,36.7247238,6189.7798
1059,1059,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.337022711,0.377762987,28.80786754,3269.27176
1060,1060,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.502842336,0.400980125,35.28592597,6331.86722
1061,1061,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.442869304,0.42726083,33.55926075,5330.06203
1062,1062,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.564904359,0.487056813,40.41794736,7028.6735
1063,1063,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.548367299,0.446570029,37.52543015,6948.2288
1064,1064,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.460205797,0.431122059,33.4416065,5154.97591
1065,1065,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.588987285,0.488527456,40.45342047,7290.10652
1066,1066,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.502979625,0.455614374,36.67877702,6071.2289
1067,1067,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.246568004,0.392668897,31.07883034,2452.68075
1068,1068,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.476807761,0.438254721,34.72483444,5675.72149
1069,1069,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.53990422,0.450498441,36.3572405,6707.59259
1070,1070,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564794821,0.463020067,37.27729673,6182.75087
1071,1071,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.548367299,0.443754909,38.13008169,7235.77564
1072,1072,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.50706065,0.449545727,36.09829713,5811.21147
1073,1073,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.564981991,0.446575791,36.54784977,6754.44894
1074,1074,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.566319234,0.462462315,39.12726257,7416.70776
1075,1075,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.534251703,0.463502091,43.74980674,7230.1325
1076,1076,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.57967664,0.486368192,40.56148952,7267.28344
1077,1077,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.558394035,0.478162473,39.15823782,7357.3589
1078,1078,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.423013398,36.49577598,5498.46022
1079,1079,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.530291604,0.440241496,36.83081961,6397.35569
1080,1080,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.553032347,0.470852882,38.64034468,6528.79888
1081,1081,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.41016336,0.410575532,31.79765098,4560.22361
1082,1082,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.499125312,0.430330293,35.22201111,6493.25828
1083,1083,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.571708025,0.481349777,40.16166766,7117.95038
1084,1084,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.46751899,0.440241496,34.46756719,5971.39402
1085,1085,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.452394363,0.401162763,32.02764698,5732.24032
1086,1086,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.502785174,0.450498441,39.18675925,6731.61844
1087,1087,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.63346314,0.527895672,44.2785829,8634.77583
1088,1088,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.611462998,0.509645194,42.13153821,7555.17159
1089,1089,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.541564813,0.461801728,32.15868546,5932.23909
1090,1090,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.48180056,0.436345708,34.26003436,5695.56442
1091,1091,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578889093,0.486632377,40.65549833,7706.88137
1092,1092,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.442869304,0.426679269,33.3039002,4830.95981
1093,1093,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.401490054,0.392787396,30.79374092,4203.02762
1094,1094,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.566355374,0.494164753,41.54582317,6903.87339
1095,1095,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.524577301,0.434349356,36.46634183,6521.29112
1096,1096,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.480386371,0.438586418,35.14089874,5700.24324
1097,1097,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.635315515,0.524860365,43.00334146,8174.46338
1098,1098,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.610860604,0.502740901,37.96686445,6621.25081
1099,1099,25.0,0.5,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.350136522,0.381160972,29.80324762,3834.5748
1100,1100,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.576469662,0.48363057,39.91734321,7044.56761
1101,1101,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.575902218,0.483047479,39.81661146,7554.4683
1102,1102,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.585313688,0.496618271,40.65549833,6821.8081
1103,1103,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.466297848,0.437062839,36.95787336,5217.13976
1104,1104,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.489635345,0.443519907,35.38461174,5739.92493
1105,1105,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.486344644,0.422051395,38.13019216,5700.24324
1106,1106,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.56383312,0.48518887,39.22848885,7231.02778
1107,1107,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.464365879,0.433195442,34.5252582,5199.79211
1108,1108,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.378917495,0.392787396,30.79125626,3662.18313
1109,1109,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.496618271,0.448972519,35.82485206,5291.89688
1110,1110,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.489083314,0.422051395,34.18362679,5920.48718
1111,1111,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494906594,0.446912521,35.62231346,5747.56017
1112,1112,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.588987285,0.484307576,40.86547798,7570.48492
1113,1113,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520986614,0.437693166,36.96933887,6279.3385
1114,1114,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.419015102,0.416107584,32.15868546,4546.78674
1115,1115,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.444254359,0.426437069,33.44938499,4947.60566
1116,1116,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553663086,0.472468254,38.6254357,5535.05665
1117,1117,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.587319779,0.488638858,40.27592597,5911.49359
1118,1118,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.469150447,0.438612787,32.02764698,4737.63925
1119,1119,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.576561833,0.475965002,40.46221142,8655.67644
1120,1120,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.507748656,0.450537939,36.16604354,6749.51819
1121,1121,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.567958657,0.477778535,39.23966787,6862.90839
1122,1122,25.0,0.5,0.38,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.509933842,0.453994528,36.50248162,6467.65476
1123,1123,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.384646205,0.398255665,31.08154655,3941.25512
1124,1124,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.46751899,0.437317312,32.34445707,5428.10602
1125,1125,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553663086,0.476002331,38.94515185,7706.88137
1126,1126,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.527591617,0.465807165,37.96058614,6529.98232
1127,1127,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.407072571,0.409248903,31.70230081,4248.35505
1128,1128,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.502856187,0.409248903,36.92483932,6019.26248
1129,1129,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481328623,0.438612787,34.95207208,5632.45917
1130,1130,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.4965362,0.44784887,37.96686445,6422.92209
1131,1131,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.437188153,0.416280584,32.29905902,4737.63925
1132,1132,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403217329,0.402728888,31.0382623,4590.82334
1133,1133,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.566076664,0.485752533,41.21921269,7028.6735
1134,1134,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.506190323,0.453558339,36.83085922,6801.49205
1135,1135,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.407373541,0.404479714,31.78225878,4228.81888
1136,1136,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509782413,0.455453173,36.82658691,6397.35569
1137,1137,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.499125312,0.424010898,35.51753863,5033.68556
1138,1138,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.525063322,0.463275619,37.62889677,6235.45278
1139,1139,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.454937519,0.395502524,31.07883034,4930.61903
1140,1140,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.617868887,0.502786993,43.55016374,7675.96352
1141,1141,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.595959128,0.497978979,41.94515185,7024.74836
1142,1142,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498952193,0.449239458,36.16966007,6482.70572
1143,1143,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.502398084,0.453131061,36.40698205,5867.99722
1144,1144,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.578556842,0.486889324,40.65549833,7222.00462
1145,1145,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.62809913,0.5145695,43.68715255,8671.71681
1146,1146,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.596551315,0.491901278,41.3159122,6942.3963
1147,1147,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.402838656,0.394711432,31.80685608,4667.72494
1148,1148,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.532482559,0.465807165,37.25124178,6683.20061
1149,1149,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.43687052,0.415160646,32.76315093,4480.07
1150,1150,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.39936701,0.400247657,30.59699446,4310.6254
1151,1151,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.529070993,0.460627726,37.35683231,6146.83152
1152,1152,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.523070143,0.431448682,35.18441169,6595.45629
1153,1153,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.396762494,0.402728888,30.8920749,4178.77206
1154,1154,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.469150447,0.439040667,34.8789274,5898.01573
1155,1155,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.386657299,0.386415506,30.74970088,4100.75917
1156,1156,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595052932,0.494895461,41.54582317,7895.0208
1157,1157,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.551234401,0.477126551,39.33251373,6852.97971
1158,1158,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.448841436,0.383470679,29.84228529,4936.01177
1159,1159,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498696418,0.424609234,35.50033008,5911.49359
1160,1160,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.233554492,0.335338738,24.32062733,2384.72892
1161,1161,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.622622866,0.502418156,42.78112742,7080.04004
1162,1162,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.565324698,0.447536765,38.6454264,7963.93931
1163,1163,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.455795758,0.425532717,33.46756739,5046.45734
1164,1164,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.567958657,0.463558518,38.17659701,6901.65894
1165,1165,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.538703555,0.468493268,37.62889677,6598.85404
1166,1166,25.0,0.5,0.38,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.520637077,0.43491928,35.89130977,6374.4443
1167,1167,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.420206355,0.419851618,32.81456057,4305.51182
1168,1168,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.608344644,0.502786993,39.23411184,7541.6674
1169,1169,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.5138891,0.454522205,37.96686445,6443.2569
1170,1170,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.608455265,0.504233755,41.73066669,7616.70599
1171,1171,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.500183678,0.445308404,35.56261102,6524.29532
1172,1172,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.551891558,0.476149113,39.23039094,7085.06308
1173,1173,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.427977027,0.411546877,31.59741611,4590.82334
1174,1174,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.496598201,0.443889013,35.75622341,5864.12845
1175,1175,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.603545036,0.500292047,42.16770498,7548.34706
1176,1176,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.615611893,0.460285638,37.23938598,8086.38881
1177,1177,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.57967664,0.482979714,37.80786378,6071.2289
1178,1178,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.480072982,0.439040667,34.98855463,6515.26145
1179,1179,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.456301788,0.411271911,35.88401108,7510.79057
1180,1180,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.462752296,0.419851618,33.30696222,5393.56434
1181,1181,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.523845567,0.465680233,37.67361372,6412.47345
1182,1182,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.50831235,0.452680279,37.67828481,6254.82922
1183,1183,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.49368953,0.424803532,33.33119375,5750.88107
1184,1184,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.512802719,0.45386752,37.12143292,6097.44285
